product_id,product_name,category,price,stock_quantity,supplier,rating,description
136,Mouse Prime 795,Audio,59189.85,1584,ElectroHub,4.9,Ergonomic design
137,Monitor Max 338,Audio,26862.35,2000,ElectroHub,4.5,Long battery life
138,Phone Prime 333,Audio,45698.07,1754,TechieStore,4.3,Limited edition
139,Laptop Plus 779,Computers,19493.43,1592,TechieStore,3.6,High quality
140,Keyboard Pro 388,Gadgets,29271.31,1443,TechieStore,1.3,Best seller
141,Speaker Pro 218,Audio,3963.64,678,ElectroHub,1.8,Value for money
142,Tablet Ultra 541,Accessories,1134.76,750,TechWorld,2.8,Compact and powerful
143,Speaker Plus 560,Accessories,17480.02,420,ElectroHub,4.5,Value for money
144,Mouse Neo 335,Networking,63021.1,347,ElectroHub,4.7,High quality
145,Camera Pro 668,Gadgets,42134.53,1324,SmartMart,3.1,Latest model
146,SSD Neo 275,Audio,87405.69,1602,TechWorld,4.1,Compact and powerful
147,Phone Mini 453,Storage,40645.7,794,PrimeSupplies,1.3,Value for money
148,Phone Pro 266,Accessories,63564.88,232,ElectroHub,4.7,High quality
149,Phone Neo 353,Computers,4384.52,946,ElectroHub,3.1,Long battery life
150,Smartwatch S 736,Gadgets,6986.16,689,GadgetZone,2.8,Limited edition
151,Laptop Mini 205,Audio,22869.71,902,PrimeSupplies,2.9,Ergonomic design
152,Mouse Mini 467,Computers,48967.84,843,ElectroHub,3.8,Value for money
153,Camera Pro 618,Storage,10706.6,1581,SmartMart,3.7,Compact and powerful
154,Headphones Air 821,Storage,22733.83,811,PrimeSupplies,2.8,Best seller
155,Phone Air 175,Computers,41358.59,756,PrimeSupplies,1.1,Ergonomic design
156,Tablet Pro 422,Electronics,14328.32,119,ElectroHub,2.7,Latest model
157,Charger Ultra 158,Networking,78224.46,11,PrimeSupplies,4.7,Limited edition
158,Camera S 627,Accessories,11737.9,141,SmartMart,1.4,Best seller
159,Camera Max 682,Networking,35548.7,1483,TechieStore,4.2,Latest model
160,Keyboard X 890,Networking,85160.61,1067,ElectroHub,4.7,Compact and powerful
161,Router Air 243,Computers,25729.16,1918,SmartMart,3.7,Limited edition
162,SSD Mini 136,Audio,58676.15,1928,GadgetZone,1.3,Latest model
163,Keyboard Neo 922,Storage,36894.48,1550,TechieStore,4.2,High quality
164,Mouse Prime 973,Storage,29523.21,1045,SmartMart,1.2,High quality
165,Router Max 865,Networking,38174.16,165,SmartMart,4.1,Ergonomic design
166,Router Mini 124,Networking,87768.75,853,GadgetZone,4.0,Value for money
167,Charger Prime 198,Gadgets,70528.42,223,SmartMart,1.7,Value for money
168,Keyboard Ultra 219,Electronics,58516.64,1295,PrimeSupplies,2.7,Ergonomic design
169,Monitor Max 404,Computers,64509.18,537,SmartMart,3.4,Compact and powerful
170,Laptop Max 442,Computers,2740.58,804,ElectroHub,2.2,Long battery life
171,Mouse Air 808,Computers,90997.21,659,SmartMart,4.0,Value for money
172,SSD Neo 311,Computers,1209.45,106,TechWorld,1.6,Limited edition
173,Laptop Neo 317,Audio,91335.46,651,ElectroHub,1.7,Value for money
174,Smartwatch Mini 858,Gadgets,34990.46,299,GadgetZone,4.6,Compact and powerful
175,Keyboard Plus 291,Electronics,89040.4,717,TechieStore,3.7,Limited edition
176,Tablet S 428,Audio,16952.31,1882,PrimeSupplies,4.9,Ergonomic design
177,Monitor S 955,Audio,49089.7,1334,TechWorld,3.2,Value for money
178,Router X 932,Networking,73597.81,887,PrimeSupplies,1.6,Value for money
179,Mouse S 257,Audio,32891.17,1676,PrimeSupplies,2.5,Limited edition
180,Keyboard Max 988,Computers,37105.75,879,TechieStore,4.0,Compact and powerful
181,Charger Air 429,Computers,45914.85,1745,SmartMart,3.0,Latest model
182,Printer X 507,Computers,51360.65,334,TechWorld,4.5,Value for money
183,Router Neo 881,Storage,93311.34,1131,TechieStore,4.1,Limited edition
184,Tablet Plus 338,Storage,94690.09,1961,GadgetZone,2.3,High quality
185,Smartwatch Air 596,Accessories,45303.59,847,GadgetZone,2.9,Compact and powerful
186,Keyboard Pro 226,Networking,63361.57,63,GadgetZone,2.0,Latest model
187,Charger Max 262,Networking,10918.14,299,GadgetZone,3.5,Value for money
188,Charger Mini 133,Electronics,75363.85,318,SmartMart,1.2,Value for money
189,Charger Pro 298,Computers,2538.55,1630,TechieStore,4.9,Long battery life
190,Printer S 795,Electronics,69271.87,1220,ElectroHub,1.6,Limited edition
191,Camera Prime 297,Gadgets,22564.84,251,ElectroHub,1.2,Best seller
192,Headphones Ultra 105,Gadgets,96507.41,105,ElectroHub,3.3,High quality
193,Camera Air 811,Accessories,91175.84,820,GadgetZone,1.3,Best seller
194,Tablet Neo 616,Storage,78725.15,1383,PrimeSupplies,4.0,Latest model
195,Charger Plus 720,Audio,8946.27,1884,GadgetZone,1.1,Best seller
196,Keyboard Air 103,Audio,61176.82,1621,PrimeSupplies,2.8,Compact and powerful
197,Keyboard X 602,Gadgets,13356.27,1930,TechieStore,1.0,Ergonomic design
198,Laptop Mini 732,Networking,78468.95,359,TechieStore,2.2,Compact and powerful
199,Speaker Mini 370,Electronics,98401.54,1706,PrimeSupplies,4.8,Ergonomic design
200,Tablet Mini 884,Accessories,68306.31,193,SmartMart,3.3,Best seller
201,Keyboard Plus 320,Computers,21491.37,99,TechieStore,4.5,Ergonomic design
202,Mouse Prime 230,Storage,88099.38,539,PrimeSupplies,4.8,Best seller
203,Router S 310,Audio,96355.02,438,PrimeSupplies,3.0,Compact and powerful
204,Camera Ultra 814,Storage,17426.93,1519,SmartMart,3.8,Latest model
205,Speaker Prime 169,Electronics,21041.78,1855,SmartMart,3.2,Latest model
206,Keyboard Neo 340,Gadgets,70146.71,341,ElectroHub,4.0,Limited edition
207,Router Mini 582,Computers,36457.98,276,PrimeSupplies,2.7,Best seller
208,Phone Mini 725,Audio,10407.42,256,TechieStore,3.7,High quality
209,Laptop Ultra 277,Computers,22612.79,280,SmartMart,1.3,Long battery life
210,Keyboard Pro 630,Electronics,4404.37,1782,PrimeSupplies,1.8,Compact and powerful
211,Router Pro 250,Audio,29553.44,706,TechieStore,4.5,Value for money
212,Monitor Pro 713,Storage,88272.99,1677,TechieStore,1.1,Limited edition
213,Printer S 481,Gadgets,72815.76,1399,SmartMart,4.4,Latest model
214,Printer Mini 730,Audio,61498.19,117,SmartMart,3.6,Ergonomic design
215,Keyboard Ultra 148,Computers,92340.06,1644,SmartMart,3.7,Limited edition
216,Charger S 834,Gadgets,39698.11,880,GadgetZone,4.2,Compact and powerful
217,Laptop Prime 407,Electronics,23524.38,1154,ElectroHub,3.0,Best seller
218,Charger Ultra 528,Computers,80294.25,1716,SmartMart,1.6,Best seller
219,Headphones Max 868,Computers,94759.42,1412,PrimeSupplies,2.9,Best seller
220,Tablet Air 656,Electronics,86850.81,418,TechieStore,2.0,High quality
221,Camera Max 683,Accessories,9989.49,1521,PrimeSupplies,3.3,Long battery life
222,Smartwatch Plus 610,Electronics,11438.6,1777,TechieStore,3.1,High quality
223,Mouse Neo 992,Storage,45755.07,907,GadgetZone,2.3,High quality
224,SSD Air 631,Electronics,80283.97,401,GadgetZone,1.2,Latest model
225,Mouse Neo 496,Storage,32683.2,1064,SmartMart,1.9,High quality
226,Keyboard Plus 126,Computers,41200.58,709,SmartMart,1.6,Best seller
227,SSD Max 664,Storage,20826.55,1520,PrimeSupplies,2.9,Long battery life
228,Speaker S 679,Electronics,97478.29,1598,TechWorld,2.8,Value for money
229,SSD S 641,Audio,30684.85,773,TechieStore,3.0,Long battery life
230,Laptop Max 427,Computers,51083.26,566,GadgetZone,4.6,Best seller
231,Camera Pro 660,Storage,16117.94,409,ElectroHub,5.0,Value for money
232,Charger Prime 549,Networking,64258.03,893,SmartMart,2.1,High quality
233,Monitor X 494,Electronics,39124.02,1456,PrimeSupplies,2.2,High quality
234,Camera Ultra 124,Accessories,32176.88,1206,ElectroHub,3.8,Best seller
235,Smartwatch Max 832,Gadgets,20593.34,1863,GadgetZone,1.9,Compact and powerful
236,Mouse Mini 861,Networking,72797.31,1348,GadgetZone,4.5,Best seller
237,SSD Max 584,Storage,88081.76,1946,SmartMart,5.0,Best seller
238,Headphones Ultra 365,Computers,19177.96,1211,GadgetZone,3.5,Compact and powerful
239,Phone Neo 681,Accessories,95645.79,416,PrimeSupplies,3.7,Ergonomic design
240,Router Air 171,Gadgets,53595.15,766,PrimeSupplies,2.8,High quality
241,Phone Ultra 309,Audio,37072.54,1891,TechieStore,4.2,Limited edition
242,Printer Prime 751,Accessories,33500.94,1472,TechieStore,2.5,Best seller
243,SSD Plus 569,Accessories,52010.8,189,SmartMart,4.1,Latest model
244,Smartwatch Plus 439,Storage,11065.92,634,GadgetZone,4.8,Ergonomic design
245,Headphones S 339,Gadgets,60796.24,360,ElectroHub,4.2,Compact and powerful
246,Laptop Neo 778,Networking,10958.73,1267,SmartMart,3.1,High quality
247,Phone X 650,Networking,62953.7,1804,GadgetZone,1.4,Compact and powerful
248,Router Mini 322,Accessories,92167.8,1010,GadgetZone,3.9,Best seller
249,Camera Plus 333,Accessories,624.08,261,GadgetZone,3.0,Ergonomic design
250,Printer Air 671,Accessories,50248.42,692,TechieStore,4.5,Ergonomic design
251,Router Ultra 759,Storage,67844.95,687,SmartMart,1.1,Best seller
252,Phone Plus 643,Networking,43969.78,682,GadgetZone,1.1,Latest model
253,Phone Ultra 946,Networking,41616.3,756,ElectroHub,2.7,Limited edition
254,Phone S 500,Networking,26624.9,1793,PrimeSupplies,1.6,Compact and powerful
255,Mouse Pro 571,Storage,62880.55,103,PrimeSupplies,4.5,Compact and powerful
256,Mouse X 135,Computers,46323.82,1514,TechWorld,3.2,Ergonomic design
257,Printer Pro 883,Computers,96359.57,1770,PrimeSupplies,3.2,Latest model
258,Monitor Prime 765,Accessories,19696.69,88,TechieStore,4.8,Long battery life
259,Phone Prime 103,Gadgets,53651.66,788,PrimeSupplies,2.4,Ergonomic design
260,Router Air 789,Audio,97206.06,278,GadgetZone,3.0,High quality
261,Printer S 755,Gadgets,39758.43,1888,TechieStore,3.1,Compact and powerful
262,Monitor Ultra 550,Computers,14208.85,389,TechWorld,4.2,Latest model
263,Monitor S 938,Audio,4895.82,453,ElectroHub,1.5,Latest model
264,Printer Ultra 345,Gadgets,48101.8,404,TechieStore,2.7,Best seller
265,Headphones Max 516,Networking,36191.16,452,GadgetZone,1.7,Latest model
266,Charger X 949,Audio,75412.7,1029,TechieStore,1.3,Compact and powerful
267,Tablet Air 404,Electronics,41199.99,161,GadgetZone,2.6,Long battery life
268,Laptop Max 477,Networking,37382.96,1117,GadgetZone,4.7,Ergonomic design
269,Phone Pro 845,Networking,66171.17,1891,GadgetZone,2.8,Compact and powerful
270,Monitor Neo 168,Audio,41051.03,1281,TechWorld,3.9,Compact and powerful
271,Laptop Air 752,Gadgets,59180.01,1990,TechieStore,1.0,Limited edition
272,Charger Air 123,Computers,52068.94,378,SmartMart,2.3,Latest model
273,Tablet Plus 669,Computers,73154.31,420,ElectroHub,2.7,Compact and powerful
274,Phone Air 572,Audio,1612.01,175,TechieStore,3.7,Value for money
275,Camera Ultra 963,Gadgets,28994.0,576,GadgetZone,4.5,Ergonomic design
276,Camera Max 712,Audio,17819.19,662,TechWorld,2.1,Compact and powerful
277,Speaker X 151,Computers,11489.25,454,PrimeSupplies,1.5,Latest model
278,Laptop Plus 240,Accessories,93865.98,93,TechieStore,5.0,Limited edition
279,Speaker Plus 108,Audio,85039.96,1533,PrimeSupplies,1.9,Compact and powerful
280,Keyboard Prime 696,Computers,86154.28,1633,GadgetZone,1.5,Value for money
281,Router X 859,Networking,8861.1,1238,TechieStore,3.3,Long battery life
282,Phone Prime 739,Accessories,486.66,1523,SmartMart,1.2,Latest model
283,Tablet Neo 484,Storage,83954.27,230,TechWorld,3.1,Value for money
284,Headphones S 768,Computers,36214.83,567,SmartMart,4.4,Ergonomic design
285,Tablet Mini 246,Electronics,19427.4,67,PrimeSupplies,4.4,Value for money
286,Headphones Max 886,Audio,80640.02,585,ElectroHub,2.0,Limited edition
287,SSD Max 579,Storage,35667.79,827,TechWorld,3.1,Best seller
288,Speaker Air 625,Gadgets,14680.86,1691,ElectroHub,4.0,Best seller
289,Camera Ultra 395,Electronics,39878.78,874,TechieStore,2.0,Best seller
290,Router Ultra 330,Storage,54305.22,350,SmartMart,1.3,Limited edition
291,Keyboard Max 710,Networking,57961.77,553,PrimeSupplies,1.4,Ergonomic design
292,Mouse Plus 678,Computers,67573.11,1055,ElectroHub,2.0,Ergonomic design
293,Camera Ultra 382,Gadgets,44100.77,1263,SmartMart,3.9,Value for money
294,Phone Plus 242,Electronics,86411.24,1480,ElectroHub,3.0,High quality
295,Tablet Plus 910,Storage,80699.23,845,SmartMart,1.6,Latest model
296,Keyboard Air 349,Networking,66793.39,474,TechWorld,1.1,Best seller
297,Router Prime 567,Audio,69836.15,155,SmartMart,2.2,Limited edition
298,Smartwatch X 526,Audio,39780.71,1958,TechieStore,3.9,Limited edition
299,Phone Ultra 511,Networking,76199.69,1160,SmartMart,4.2,Limited edition
300,Laptop S 546,Accessories,58282.52,1938,PrimeSupplies,1.3,Value for money
301,Headphones X 847,Audio,24666.31,1366,PrimeSupplies,3.6,Value for money
302,Router Neo 360,Storage,17338.87,660,TechieStore,2.1,High quality
303,Smartwatch Neo 995,Storage,18331.19,831,TechieStore,3.2,Latest model
304,Laptop Air 434,Accessories,12520.78,1358,PrimeSupplies,4.8,Value for money
305,Camera Pro 644,Audio,69304.97,1286,SmartMart,1.6,Limited edition
306,Mouse X 658,Networking,16987.98,981,TechWorld,2.2,Latest model
307,Laptop X 404,Networking,90317.95,1602,SmartMart,1.7,Latest model
308,Tablet Neo 407,Audio,11312.88,1185,TechWorld,2.2,High quality
309,Smartwatch Plus 300,Accessories,65417.54,708,ElectroHub,1.9,Best seller
310,Tablet Air 272,Audio,64844.12,1859,ElectroHub,4.2,Limited edition
311,Phone Prime 102,Storage,95164.47,350,PrimeSupplies,1.9,Best seller
312,Camera Plus 995,Storage,92831.96,1786,ElectroHub,5.0,Limited edition
313,Speaker Ultra 322,Electronics,64320.5,325,TechWorld,4.5,Long battery life
314,Keyboard Max 514,Computers,31017.69,1677,SmartMart,2.6,Long battery life
315,Camera Max 819,Computers,26967.12,849,TechieStore,4.7,Long battery life
316,Camera Mini 860,Audio,94854.22,1857,TechWorld,2.8,Best seller
317,Camera Pro 843,Accessories,44909.21,983,SmartMart,4.3,Latest model
318,Camera Pro 805,Gadgets,52744.07,398,TechieStore,1.3,Latest model
319,Monitor Prime 593,Electronics,47308.43,1565,TechieStore,1.6,Long battery life
320,Mouse Ultra 463,Storage,31665.96,781,PrimeSupplies,4.2,Long battery life
321,Headphones Mini 372,Audio,70652.18,255,PrimeSupplies,4.3,Best seller
322,Printer X 688,Audio,47176.85,885,TechWorld,4.3,Limited edition
323,Phone Neo 679,Audio,30247.71,1463,GadgetZone,2.7,Value for money
324,Camera Ultra 482,Accessories,88287.65,392,PrimeSupplies,2.4,Latest model
325,Speaker Air 470,Gadgets,82472.36,1597,TechWorld,3.0,Compact and powerful
326,Mouse Ultra 560,Electronics,53911.59,755,PrimeSupplies,2.3,Value for money
327,Keyboard Mini 804,Accessories,72203.5,1910,ElectroHub,4.2,Compact and powerful
328,Camera S 778,Computers,3489.05,977,TechieStore,1.8,Value for money
329,SSD Max 703,Storage,52710.72,1859,SmartMart,1.3,Best seller
330,Speaker Mini 544,Networking,28562.92,69,SmartMart,1.5,Best seller
331,SSD Max 694,Audio,19421.44,1558,PrimeSupplies,1.1,Latest model
332,Laptop Air 570,Gadgets,59232.89,1657,GadgetZone,3.4,Ergonomic design
333,Tablet X 282,Gadgets,47025.87,1029,SmartMart,3.8,High quality
334,Laptop Prime 403,Computers,46560.04,641,SmartMart,4.8,Ergonomic design
335,Printer Max 185,Gadgets,43731.05,1567,ElectroHub,2.8,Best seller
336,Laptop Mini 127,Storage,55724.2,993,GadgetZone,4.0,Value for money
337,Laptop X 166,Storage,27592.54,1754,TechieStore,2.6,Latest model
338,Keyboard X 213,Audio,63293.05,185,PrimeSupplies,4.3,Limited edition
339,Keyboard Mini 140,Storage,62306.22,335,ElectroHub,1.1,Limited edition
340,SSD Neo 536,Accessories,38307.08,207,SmartMart,2.5,Value for money
341,Printer X 670,Storage,66112.26,741,TechWorld,3.6,Limited edition
342,Keyboard Prime 237,Storage,1614.42,1649,ElectroHub,1.5,Long battery life
343,Router Neo 915,Audio,87109.66,411,GadgetZone,4.7,Compact and powerful
344,Printer Neo 574,Computers,33610.52,642,TechWorld,2.0,Long battery life
345,Monitor S 872,Networking,8794.27,1164,GadgetZone,4.7,High quality
346,Laptop Air 115,Storage,17790.69,1639,SmartMart,1.1,Limited edition
347,Phone Air 133,Audio,89441.19,1425,TechieStore,3.8,Ergonomic design
348,Printer Plus 916,Gadgets,50736.84,401,SmartMart,1.1,Long battery life
349,Camera Air 858,Networking,13376.43,466,TechWorld,2.0,Value for money
350,Headphones Ultra 249,Accessories,64215.61,1333,TechWorld,2.1,Best seller
351,Camera Air 904,Computers,79283.74,1041,TechieStore,4.5,Value for money
